CWD_Barcod,Kill_Date,Township,Range,Range_Dir,Section,Quarter_Se,Deer_Sex,DTRSQ,X,Y
-10001,11/23/2001,7,6,4,19,0,M,407061900,-89.82862493,43.0674808
-10002,11/23/2001,7,6,4,21,0,M,407062100,-89.78957753,43.06785545
-10003,11/23/2001,7,6,4,21,0,M,407062100,-89.78957753,43.06785545
100983,11/15/2004,7,6,4,17,4,M,407061740,-89.8042494,43.07866659
10108,9/24/2002,7,5,4,22,2,M,407052220,-89.89222328,43.07120039
101107,8/5/2008,1,13,4,25,1,M,401132510,-88.89932135,42.51966367
10141,9/21/2002,7,5,4,21,2,F,407052120,-89.9119319,43.07114933
101477,8/20/2006,10,7,4,11,3,F,410071130,-89.63531367,43.35476223
101628,11/2/2004,7,7,4,2,4,M,407070240,-89.62545226,43.10778631
101632,11/6/2004,8,5,4,35,1,M,408053510,-89.86273029,43.12925382
101642,11/4/2004,7,5,4,22,1,F,407052210,-89.88241801,43.07113219
101678,10/30/2004,7,6,4,3,1,F,407060310,-89.76442131,43.11511171
101687,10/29/2004,7,6,4,11,4,M,407061140,-89.74488546,43.09345251
101705,10/29/2004,8,5,4,36,4,M,408053640,-89.84298736,43.1219521
101748,10/31/2004,7,6,4,21,3,F,407062130,-89.79449,43.06420209
101768,11/21/2004,7,4,4,11,3,M,407041130,-89.99050723,43.09302631
101775,11/21/2004,7,4,4,14,4,M,407041440,-89.98061742,43.07850411
101844,10/30/2004,7,3,4,10,4,M,407031040,-90.11814728,43.09426638
101876,10/28/2004,8,5,4,32,1,M,408053210,-89.92221376,43.12890443
102399,11/26/2004,2,18,4,7,2,M,402180720,-88.41832333,42.65107932
102633,10/15/2006,10,7,4,15,1,F,410071510,-89.64517901,43.34745191
103167,10/29/2005,2,14,4,27,4,M,402142740,-88.82021055,42.59930421
103261,11/14/2004,7,7,4,9,2,F,407070920,-89.67515142,43.10090536
103286,11/13/2004,7,6,4,20,4,M,407062040,-89.80430028,43.06413193
103333,11/7/2004,7,5,4,12,2,M,407051220,-89.85279154,43.10005884
103541,10/21/2005,5,11,4,10,2,F,405111020,-89.18572946,42.91510801
103542,9/15/2005,8,9,4,23,1,M,408092310,-89.387333,43.15922477
103646,10/27/2005,3,5,4,2,1,F,403050210,-89.86319187,42.76650576
10431,10/26/2002,7,4,4,1,2,M,407040120,-89.97104457,43.11443529
104625,11/19/2005,6,3,4,1,4,M,406030140,-90.07801811,43.02179983
104966,11/1/2004,4,5,4,3,3,M,404050330,-89.89201212,42.84586958
10527,11/2/2002,8,6,4,34,2,M,408063420,-89.77420186,43.12965882
105356,10/28/2005,7,5,4,6,3,M,407050630,-89.95140601,43.10696031
10549,11/2/2002,7,6,4,9,4,M,407060940,-89.78440505,43.09324943
105569,3/4/2005,7,5,4,5,4,F,407050540,-89.9219156,43.10706289
10557,11/2/2002,7,6,4,18,2,M,407061820,-89.83358453,43.0857227
105574,3/10/2005,8,3,4,1,4,M,408030140,-90.07874001,43.19342112
105582,3/3/2005,7,5,4,21,4,F,407052140,-89.9021957,43.06394448
105605,3/3/2005,7,5,4,21,2,F,407052120,-89.9119319,43.07114933
105775,3/29/2005,7,6,4,6,3,M,407060630,-89.83353769,43.10753961
105816,12/13/2004,7,5,4,19,2,F,407051920,-89.95130266,43.0709638
105872,12/5/2004,7,5,4,21,1,F,407052110,-89.90205306,43.07120717
105950,1/1/2005,6,4,4,5,1,M,406040510,-90.03999688,43.02834781
105967,12/31/2004,7,5,4,22,1,M,407052210,-89.88241801,43.07113219
10597,10/30/2002,8,5,4,21,3,M,408052130,-89.91243916,43.15058436
10599,10/29/2002,7,6,4,30,1,F,407063010,-89.82395486,43.05676771
106013,11/28/2008,11,5,4,34,4,F,411053440,-89.88143991,43.38406685
1061,9/7/2002,7,5,4,9,4,M,407050940,-89.90210766,43.09270138
106113,10/29/2005,10,7,4,12,4,F,410071240,-89.60555463,43.35491945
1065,9/7/2002,7,5,4,15,4,F,407051540,-89.88236364,43.07832793
10656,10/31/2002,7,6,4,30,4,F,407063040,-89.82394147,43.04971249
10678,10/30/2002,7,6,4,6,4,M,407060640,-89.82396868,43.10757406
106809,11/2/2005,7,4,4,32,3,M,407043230,-90.04981156,43.03609815
106816,9/28/2005,6,5,4,5,2,M,406050520,-89.93253038,43.02775182
106828,10/21/2005,6,4,4,9,1,M,406040910,-90.02019185,43.01319918
106933,9/25/2005,6,5,4,5,3,M,406050530,-89.93249472,43.02043967
106962,9/23/2005,8,4,4,33,2,F,408043320,-90.02995236,43.12917828
107000,12/5/2004,7,4,4,33,3,F,407043330,-90.03000318,43.03571144
107026,4/15/2005,7,5,4,7,1,F,407050710,-89.94159128,43.09975988
107049,3/19/2007,7,5,4,20,1,M,407052010,-89.92180245,43.07110897
10709,11/2/2002,8,6,4,28,3,F,408062830,-89.79393353,43.13688394
107352,10/29/2004,9,3,4,12,2,F,409031220,-90.08878764,43.27488846
10753,10/29/2002,7,7,4,7,2,M,407070720,-89.7150114,43.10095383
107781,11/2/2004,7,5,4,21,2,M,407052120,-89.9119319,43.07114933
107804,10/30/2004,7,5,4,5,4,M,407050540,-89.9219156,43.10706289
107822,11/2/2004,7,5,4,20,1,F,407052010,-89.92180245,43.07110897
10788,10/27/2002,7,7,4,6,1,F,407070610,-89.70492011,43.11533683
10798,10/27/2002,8,6,4,32,2,M,408063220,-89.81391713,43.1295108
108125,7/31/2008,8,3,4,22,0,F,408032200,-90.1234643,43.1547271
108148,12/19/2004,7,4,4,4,2,F,407040420,-90.03000351,43.11512804
108180,11/26/2004,7,5,4,8,4,M,407050840,-89.92180798,43.09262442
108399,11/8/2005,7,5,4,2,3,F,407050230,-89.8724763,43.10720781
108541,11/15/2004,6,5,4,4,2,M,406050420,-89.91270726,43.02777093
108559,11/19/2004,7,5,4,13,4,M,407051340,-89.8430209,43.07830847
108573,11/20/2004,7,5,4,6,1,M,407050610,-89.94174992,43.11430556
108601,11/21/2004,8,5,4,35,2,M,408053520,-89.87273207,43.12916433
108698,11/22/2004,8,3,4,36,4,M,408033640,-90.07889373,43.12204243
10884,10/27/2002,7,7,4,7,1,M,407070710,-89.7051243,43.10096216
10890,10/7/2002,8,6,4,21,3,M,408062130,-89.79380047,43.15135883
108932,11/20/2005,8,4,4,23,4,M,408042340,-89.9806636,43.15074472
108933,11/20/2005,7,5,4,2,1,M,407050210,-89.86262713,43.11459989
108955,11/20/2005,8,4,4,32,1,M,408043210,-90.03984568,43.12921714
108957,11/20/2005,7,5,4,6,1,F,407050610,-89.94174992,43.11430556
109044,10/27/2005,8,7,4,21,4,M,408072140,-89.66524173,43.15132803
109097,3/26/2005,7,6,4,8,4,F,407060840,-89.80413036,43.09317608
109160,11/10/2004,2,14,4,10,4,M,402141040,-88.82077544,42.64293689
10923,10/24/2002,7,5,4,8,1,F,407050810,-89.9218424,43.09984026
109413,11/20/2005,6,4,4,18,1,M,406041810,-90.05996792,42.99936209
109451,10/5/2004,7,3,4,32,1,M,407033210,-90.1574178,43.04409579
109452,10/14/2004,6,5,4,4,1,M,406050410,-89.90284123,43.0277679
109458,10/4/2004,7,5,4,13,1,F,407051310,-89.84305405,43.08562571
109657,10/28/2004,7,6,4,15,2,M,407061520,-89.77462464,43.08606905
10988,10/20/2002,7,5,4,9,1,F,407050910,-89.90215771,43.0999057
109973,1/31/2005,4,6,4,23,1,F,404062310,-89.74456333,42.8103165
110504,11/14/2004,7,5,4,29,2,M,407052920,-89.93180332,43.05668441
110551,11/20/2004,6,4,4,8,2,M,406040820,-90.05005713,43.01359723
110577,11/20/2004,6,4,4,2,4,F,406040240,-89.98065204,43.02025402
11079,9/26/2003,7,5,4,29,4,M,407052940,-89.92211488,43.04953951
110951,2/1/2005,7,6,4,9,2,F,407060920,-89.7942034,43.10041999
110975,3/4/2005,7,6,4,5,2,M,407060520,-89.81402496,43.11487002
110995,3/2/2005,6,6,4,6,2,M,406060620,-89.83372582,43.02820219
111152,11/20/2005,3,5,4,24,4,F,403052440,-89.84264727,42.71579043
111185,11/19/2005,3,5,4,17,2,M,403051720,-89.93178851,42.73740418
111281,10/29/2005,5,13,4,34,1,F,405133410,-88.93924881,42.85696537
111976,11/3/2004,8,5,4,33,4,M,408053340,-89.90255251,43.12174045
112074,11/22/2004,7,3,4,18,2,F,407031820,-90.18678293,43.08747079
113272,10/28/2004,8,7,4,21,4,M,408072140,-89.66524173,43.15132803
113278,10/28/2004,7,6,4,1,3,F,407060130,-89.73462078,43.10802024
113285,10/28/2004,8,6,4,29,3,M,408062930,-89.81383778,43.13678748
113308,11/21/2004,7,6,4,30,1,M,407063010,-89.82395486,43.05676771
113324,11/20/2004,7,5,4,1,1,M,407050110,-89.84303582,43.11466484
113584,12/20/2007,7,6,4,28,2,F,407062820,-89.794516,43.05701774
113641,11/16/2009,9,4,4,34,2,M,409043420,-90.00956274,43.21699459
114348,10/1/2005,5,13,4,36,2,F,405133620,-88.90945207,42.8570053
114449,12/5/2004,9,4,4,7,3,M,409040730,-90.06867251,43.26767697
114556,11/5/2004,7,5,4,29,1,M,407052910,-89.92204677,43.05671485
114734,11/20/2004,7,5,4,13,3,F,407051330,-89.85273338,43.07825186
115620,9/17/2005,7,5,4,18,4,M,407051840,-89.94148439,43.07818907
115676,11/24/2004,7,4,4,21,1,M,407042110,-90.0201524,43.07192482
115806,7/27/2005,8,6,4,17,1,F,408061710,-89.80366619,43.17301533
116340,1/19/2007,11,6,4,13,1,F,411061310,-89.72396293,43.43464224
116699,11/4/2004,7,6,4,16,4,M,407061640,-89.78457163,43.07874424
116702,11/4/2004,7,4,4,33,3,M,407043330,-90.03000318,43.03571144
117225,3/1/2006,8,4,4,31,1,F,408043110,-90.05967084,43.12925207
117229,11/20/2005,7,5,4,19,2,F,407051920,-89.95130266,43.0709638
117249,11/20/2005,6,4,4,10,3,M,406041030,-90.01035219,43.00585502
117416,1/20/2006,7,5,4,5,4,M,407050540,-89.9219156,43.10706289
117422,1/24/2006,7,5,4,21,3,F,407052130,-89.91209715,43.0639239
117573,11/21/2004,7,6,4,1,2,F,407060120,-89.73457015,43.11526128
117787,10/17/2008,7,3,2,24,1,M,207032410,-90.67108742,43.07197217
117975,2/3/2008,7,6,4,3,2,F,407060320,-89.77432806,43.11507348
118156,11/20/2004,3,5,4,2,2,M,403050220,-89.87286973,42.76639338
118532,10/11/2004,7,5,4,2,2,M,407050220,-89.87252258,43.1145466
118638,10/29/2005,3,5,4,14,3,F,403051430,-89.87233349,42.73014113
118731,11/19/2005,4,5,4,17,4,M,404051740,-89.92157106,42.81694566
118856,11/13/2004,7,4,4,32,3,M,407043230,-90.04981156,43.03609815
119005,12/18/2007,7,6,4,6,3,F,407060630,-89.83353769,43.10753961
119007,11/16/2007,7,5,4,7,2,F,407050720,-89.95136364,43.09972548
119050,1/2/2010,8,7,4,33,1,M,408073310,-89.66516328,43.12970927
119664,11/1/2008,5,6,4,20,2,M,405062020,-89.81403496,42.89746706
120000,11/13/2004,7,4,4,33,3,M,407043330,-90.03000318,43.03571144
120175,1/7/2009,4,14,4,18,1,F,404141810,-88.88184691,42.81195276
120200,11/3/2005,1,13,4,27,2,M,401132720,-88.94859538,42.52074228
120493,3/17/2014,7,4,4,12,4,M,407041240,-89.96107256,43.09264462
120787,11/14/2004,1,17,4,17,2,M,401171720,-88.51673711,42.54920432
120989,12/3/2006,1,13,4,25,1,M,401132510,-88.89932135,42.51966367
121019,12/23/2013,21,9,4,29,1,F,421092910,-89.43224162,44.26934159
121325,3/29/2005,1,17,4,20,2,M,401172020,-88.51655637,42.53466341
121348,12/4/2004,1,15,4,20,1,F,401152010,-88.74234392,42.53244969
121522,2/9/2006,7,6,4,16,3,M,407061630,-89.79439099,43.07872066
121541,3/6/2006,8,5,4,36,2,M,408053620,-89.85281275,43.12931603
121553,3/7/2006,8,6,4,21,4,F,408062140,-89.78387253,43.15139917
121559,2/7/2007,7,6,4,2,1,F,407060210,-89.7444937,43.11520341
121572,2/7/2006,8,5,4,31,2,M,408053120,-89.95138778,43.1288314
121616,2/23/2006,8,4,4,33,3,M,408043330,-90.03000542,43.12201194
121630,2/3/2006,8,6,4,29,2,M,408062920,-89.81376688,43.14401169
121682,4/24/2006,11,6,4,13,3,F,411061330,-89.73382026,43.42739856
121692,3/2/2006,7,6,4,13,3,M,407061330,-89.73506635,43.07907773
121750,2/3/2006,8,6,4,20,1,F,408062010,-89.80371196,43.15852938
122072,10/21/2004,2,15,4,9,2,M,402150920,-88.73289569,42.64961425
122341,12/12/2005,2,15,4,4,3,M,402150430,-88.73287068,42.65686106
122681,10/30/2004,6,3,4,13,2,M,406031320,-90.08804352,43.0000018
122918,1/22/2005,3,5,4,14,2,F,403051420,-89.87238338,42.73735553
123035,11/14/2004,7,6,4,17,4,M,407061740,-89.8042494,43.07866659
123068,11/14/2004,7,6,4,22,4,M,407062240,-89.76497551,43.06441048
123095,11/14/2004,7,6,4,18,3,M,407061830,-89.83355633,43.07838499
123235,11/12/2004,8,7,4,18,1,M,408071810,-89.70463555,43.17309236
123489,12/10/2007,7,6,4,28,3,F,407062830,-89.79455424,43.04991139
123505,12/13/2007,7,3,4,12,2,M,407031220,-90.08867046,43.10148815
123514,11/17/2007,8,6,4,25,4,M,408062540,-89.72449554,43.13711887
123519,12/14/2007,7,6,4,4,3,M,407060430,-89.79417787,43.10764654
123587,10/21/2007,8,4,4,26,3,F,408042630,-89.99057958,43.1362132
123632,10/14/2007,8,5,4,34,2,M,408053420,-89.89258179,43.12901192
123661,2/14/2007,8,7,4,17,0,F,408071700,-89.68982405,43.16940009
123683,3/4/2007,7,7,4,19,4,M,407071940,-89.70560681,43.06465055
123691,3/30/2007,8,6,4,20,4,M,408062040,-89.80374481,43.15130353
124082,10/27/2005,4,5,4,5,1,M,404050510,-89.9215264,42.85331713
124199,11/18/2004,7,5,4,1,4,M,407050140,-89.84304284,43.1074541
124216,11/11/2004,7,5,4,32,4,M,407053240,-89.92231705,43.03509549
124254,11/12/2004,6,5,4,2,4,M,406050240,-89.86305927,43.02058776
124670,12/5/2004,1,13,4,34,3,F,401133430,-88.94841083,42.49886591
124689,3/12/2005,1,13,4,36,4,M,401133640,-88.89933595,42.49784112
124874,9/17/2005,9,7,4,30,3,F,409073030,-89.71474552,43.22411517
124891,3/31/2005,7,6,4,8,4,F,407060840,-89.80413036,43.09317608
124934,11/14/2004,1,16,4,18,3,M,401161830,-88.65362055,42.542083
124968,10/30/2004,1,13,4,35,2,M,401133520,-88.9288953,42.50576848
125166,11/25/2008,7,6,4,29,2,M,407062920,-89.81412286,43.05688229
125172,12/30/2008,6,4,4,1,2,M,406040120,-89.97075732,43.0276789
125985,11/6/2004,7,5,4,29,2,M,407052920,-89.93180332,43.05668441
126525,9/12/2006,4,15,4,24,2,M,404152420,-88.67542452,42.7955414
126536,3/29/2006,2,15,4,10,2,F,402151020,-88.71323263,42.6500612
126542,10/8/2006,1,13,4,3,4,F,401130340,-88.93838597,42.5715378
126575,5/27/2007,2,16,4,22,4,F,402162240,-88.58510787,42.61532101
126638,11/15/2008,1,15,4,11,1,M,401151110,-88.68328881,42.56320897
126735,9/21/2006,2,15,4,16,1,F,402151610,-88.72284477,42.6353527
126909,10/11/2005,10,7,4,10,3,M,410071030,-89.65503133,43.3546839
126913,10/11/2005,8,5,4,34,1,F,408053410,-89.88268068,43.12908102
126967,10/20/2005,7,5,4,13,1,M,407051310,-89.84305405,43.08562571
127417,11/5/2005,1,16,4,7,1,M,401160710,-88.64392976,42.56406553
127646,11/19/2011,38,13,2,34,1,F,238133410,-91.95477587,45.73577441
127728,10/26/2005,8,4,4,31,1,F,408043110,-90.05967084,43.12925207
127800,10/1/2005,7,4,4,6,3,F,407040630,-90.06917548,43.10858116
127808,3/16/2006,8,5,4,35,1,M,408053510,-89.86273029,43.12925382
129027,11/20/2011,8,4,4,34,4,M,408043440,-90.00046142,43.12184233
129028,11/20/2011,8,4,4,34,4,M,408043440,-90.00046142,43.12184233
129050,11/19/2011,7,6,4,4,1,M,407060410,-89.78422882,43.11504038
129055,11/19/2011,7,5,4,2,1,F,407050210,-89.86262713,43.11459989
129090,11/5/2011,8,6,4,25,1,M,408062510,-89.72443851,43.14436982
129096,11/25/2011,8,5,4,29,3,F,408052930,-89.93203353,43.13606397
129098,11/9/2011,8,5,4,29,3,M,408052930,-89.93203353,43.13606397
129109,12/28/2005,7,6,4,13,3,M,407061330,-89.73506635,43.07907773
129135,11/3/2011,8,6,4,29,1,M,408062910,-89.80379832,43.14407752
129137,10/2/2011,7,3,4,12,1,M,407031210,-90.07871133,43.10150996
129159,10/30/2011,7,6,4,4,3,M,407060430,-89.79417787,43.10764654
129226,11/18/2007,8,6,4,20,1,M,408062010,-89.80371196,43.15852938
129532,10/31/2004,6,4,4,5,3,M,406040530,-90.05001886,43.02083276
129552,10/31/2004,7,4,4,27,1,M,407042710,-90.00046973,43.05714757
129575,10/29/2004,7,4,4,30,2,F,407043020,-90.06885664,43.0579981
129595,10/29/2004,7,3,4,33,3,M,407033330,-90.1474215,43.03677513
129719,10/30/2004,7,5,4,8,4,M,407050840,-89.92180798,43.09262442
129948,10/28/2006,6,2,4,2,4,M,406020240,-90.21640617,43.02199582
129953,11/25/2004,6,5,4,6,2,M,406050620,-89.95173938,43.0276959
130837,10/13/2004,3,15,4,33,2,F,403153320,-88.7330476,42.67853547
130941,9/28/2004,1,16,4,15,2,F,401161520,-88.59482619,42.54916469
131053,11/20/2004,7,4,4,1,3,F,407040130,-89.97099145,43.10723959
131089,11/12/2004,7,5,4,28,1,M,407052810,-89.90228316,43.05675963
131098,11/12/2004,7,6,4,33,4,M,407063340,-89.7849044,43.0355498
131146,11/20/2004,6,4,4,1,3,M,406040130,-89.9707899,43.02028744
131150,11/16/2004,7,5,4,21,2,F,407052120,-89.9119319,43.07114933
131190,11/7/2004,7,5,4,3,2,M,407050320,-89.89236916,43.11447034
131196,11/9/2004,8,4,4,31,3,M,408043130,-90.06924369,43.12203848
131204,11/7/2004,7,5,4,29,2,F,407052920,-89.93180332,43.05668441
131710,10/2/2005,7,4,4,9,2,M,407040920,-90.03000797,43.10097223
131720,10/15/2005,7,6,4,7,4,M,407060740,-89.82401823,43.09310814
131724,10/25/2005,7,7,4,30,2,M,407073020,-89.7155121,43.0574279
131746,3/26/2005,7,6,4,8,4,M,407060840,-89.80413036,43.09317608
131757,3/22/2005,8,6,4,34,2,F,408063420,-89.77420186,43.12965882
131934,1/31/2007,11,7,4,18,1,M,411071810,-89.70512997,43.43459781
132263,12/13/2008,7,5,4,34,2,M,407053420,-89.89245271,43.04244988
132266,11/22/2008,4,5,4,4,2,F,404050420,-89.91166725,42.85333849
132270,11/29/2008,7,6,4,4,4,F,407060440,-89.78426598,43.10764268
132272,11/23/2008,7,6,4,31,4,M,407063140,-89.82409212,43.03542989
1323,6/10/2002,6,5,4,5,2,F,406050520,-89.93253038,43.02775182
132616,9/17/2005,10,3,4,27,1,F,410032710,-90.11794792,43.31824741
132763,2/2/2007,8,5,4,34,3,F,408053430,-89.89262313,43.12177466
132924,11/11/2004,7,12,4,26,0,M,407122600,-89.04169903,43.04523099
132999,10/2/2005,4,5,4,4,1,M,404050410,-89.90172761,42.85336172
133200,11/21/2004,3,15,4,28,4,M,403152840,-88.72347926,42.68587361
134054,10/29/2004,4,16,4,15,1,M,404161510,-88.58712835,42.81018343
134357,2/2/2005,7,6,4,14,1,F,407061410,-89.7449942,43.08621219
134418,3/9/2005,8,6,4,19,2,M,408061920,-89.83327786,43.15845063
134422,3/3/2005,8,6,4,30,1,F,408063010,-89.82369994,43.14397653
134506,12/24/2004,7,6,4,6,3,M,407060630,-89.83353769,43.10753961
134525,12/28/2004,7,7,4,7,2,F,407070720,-89.7150114,43.10095383
134550,1/13/2005,8,6,4,21,3,F,408062130,-89.79380047,43.15135883
134553,10/24/2004,8,5,4,32,1,M,408053210,-89.92221376,43.12890443
134607,12/7/2004,8,4,4,27,2,F,408042720,-90.01029275,43.14357605
134664,11/4/2004,8,5,4,32,1,M,408053210,-89.92221376,43.12890443
134732,11/12/2004,8,5,4,32,1,M,408053210,-89.92221376,43.12890443
134856,11/22/2008,8,3,4,19,2,F,408031920,-90.18761419,43.15862723
135064,11/20/2004,6,5,4,5,1,F,406050510,-89.92259483,43.02776529
135140,11/7/2004,7,5,4,2,2,M,407050220,-89.87252258,43.1145466
135189,11/6/2004,6,4,4,2,3,F,406040230,-89.99057763,43.02023728
135510,10/30/2004,8,4,4,26,3,M,408042630,-89.99057958,43.1362132
135526,11/21/2004,7,4,4,6,2,M,407040620,-90.06918511,43.11532408
135580,11/7/2004,8,5,4,10,4,M,408051040,-89.88289375,43.17987097
135598,11/21/2004,8,4,4,27,2,F,408042720,-90.01029275,43.14357605
135604,11/9/2004,7,4,4,34,3,M,407043430,-90.01014358,43.0353213
136049,11/28/2004,6,4,4,2,3,M,406040230,-89.99057763,43.02023728
136140,1/18/2005,6,4,4,8,2,F,406040820,-90.05005713,43.01359723
136147,1/8/2005,7,5,4,18,1,M,407051810,-89.94140492,43.08535306
136235,6/27/2006,8,4,4,5,2,F,408040520,-90.04899036,43.20170304
136239,3/30/2006,7,6,4,6,3,F,407060630,-89.83353769,43.10753961
136245,3/14/2006,7,5,4,9,4,F,407050940,-89.90210766,43.09270138
136248,3/9/2006,7,5,4,18,4,F,407051840,-89.94148439,43.07818907
136270,3/22/2006,7,5,4,9,4,F,407050940,-89.90210766,43.09270138
136297,2/21/2006,7,5,4,10,3,M,407051030,-89.89222471,43.09273149
136337,3/22/2006,7,5,4,21,3,M,407052130,-89.91209715,43.0639239
136338,3/22/2006,7,5,4,21,3,M,407052130,-89.91209715,43.0639239
136364,1/18/2007,7,5,4,21,3,M,407052130,-89.91209715,43.0639239
136390,1/16/2007,7,6,4,6,3,M,407060630,-89.83353769,43.10753961
136397,2/15/2006,7,6,4,6,3,F,407060630,-89.83353769,43.10753961
136982,10/28/2004,8,5,4,34,3,M,408053430,-89.89262313,43.12177466
137133,11/21/2005,2,15,4,10,4,M,402151040,-88.70326416,42.6429996
137282,11/8/2012,8,7,4,28,4,M,408072840,-89.66519029,43.13691428
137293,11/24/2011,10,7,4,14,3,F,410071430,-89.63535071,43.34026997
137415,11/30/2013,7,5,4,4,4,M,407050440,-89.90221311,43.10713495
137417,11/27/2013,11,9,4,9,1,M,411090910,-89.42835397,43.4498563
137505,11/25/2006,10,7,4,14,4,F,410071440,-89.62543943,43.34029498
138519,1/28/2005,7,6,4,9,2,F,407060920,-89.7942034,43.10041999
138538,2/8/2005,7,6,4,18,3,M,407061830,-89.83355633,43.07838499
138543,1/11/2005,7,6,4,5,2,M,407060520,-89.81402496,43.11487002
138742,10/28/2004,6,3,4,1,1,M,406030110,-90.07800366,43.02911394
139171,11/19/2005,7,3,4,10,2,M,407031020,-90.12796298,43.10147773
139213,11/20/2005,9,3,4,28,4,F,409032840,-90.13826422,43.22455973
139398,10/31/2004,7,1,4,23,3,F,407012330,-90.34466596,43.06532223
139433,10/2/2004,6,4,4,12,2,F,406041220,-89.9708221,43.01304366
139495,11/26/2004,8,5,4,24,4,M,408052440,-89.84301404,43.15118915
139497,11/26/2004,7,6,4,15,2,M,407061520,-89.77462464,43.08606905
139678,11/21/2004,7,6,4,8,4,M,407060840,-89.80413036,43.09317608
139698,11/24/2004,7,6,4,18,2,F,407061820,-89.83358453,43.0857227
139713,11/20/2004,7,4,4,6,2,M,407040620,-90.06918511,43.11532408
139978,11/28/2006,7,5,4,26,3,M,407052630,-89.87259336,43.04957537
140210,2/1/2006,4,16,4,16,4,M,404161640,-88.6071419,42.80300279
140456,12/10/2006,9,4,4,21,2,M,409042120,-90.02928243,43.24627455
141213,11/19/2005,8,6,4,22,4,M,408062240,-89.76404649,43.15145986
141234,11/11/2005,8,4,4,36,2,M,408043620,-89.97086069,43.12886843
141596,11/18/2006,10,8,4,28,2,M,410082820,-89.55646377,43.3189028
141703,11/3/2005,7,6,4,19,4,M,407061940,-89.82398064,43.06392245
142223,12/6/2005,6,4,4,1,4,M,406040140,-89.96099196,43.02034195
142224,11/6/2005,5,4,4,10,3,M,405041030,-90.01032493,42.9192448
142292,11/11/2005,8,4,4,25,3,M,408042530,-89.9707829,43.13614096
142806,10/19/2007,11,7,4,8,3,F,411070830,-89.6951785,43.44183347
142861,11/5/2005,7,5,4,12,3,M,407051230,-89.85276946,43.09280556
142866,11/5/2005,7,4,4,14,4,F,407041440,-89.98061742,43.07850411
143036,11/20/2005,7,5,4,1,1,F,407050110,-89.84303582,43.11466484
143816,11/10/2005,4,5,4,5,4,M,404050540,-89.92152702,42.84589322
143907,11/12/2005,1,17,4,17,3,M,401171730,-88.51665465,42.54192463
144381,11/10/2005,7,5,4,1,3,M,407050130,-89.85280126,43.10730738
144962,10/30/2005,7,5,4,20,1,M,407052010,-89.92180245,43.07110897
145494,6/7/2008,1,17,4,17,4,M,401171740,-88.50678792,42.54190539
146063,11/5/2005,7,6,4,22,2,M,407062220,-89.77477839,43.0715333
146088,11/5/2005,8,6,4,29,4,M,408062940,-89.80387411,43.1368492
146100,11/1/2005,9,7,4,32,3,M,409073230,-89.69484696,43.20949162
146114,10/31/2005,7,7,4,18,2,F,407071820,-89.71517688,43.08652254
146165,2/22/2006,8,5,4,20,1,F,408052010,-89.92236054,43.15793098
146375,11/4/2005,8,12,4,25,0,M,408122500,-89.02089799,43.13225603
146722,12/29/2005,7,4,4,32,1,M,407043210,-90.03996771,43.04325381
146734,1/20/2006,7,4,4,12,1,M,407041210,-89.96110405,43.09988394
146752,1/1/2006,5,6,4,28,1,M,405062810,-89.78433199,42.88261003
146831,6/20/2006,11,6,4,12,1,F,411061210,-89.72398139,43.44912297
146975,12/1/2005,8,5,4,34,4,F,408053440,-89.88266507,43.1218214
147270,11/6/2005,7,6,4,23,3,F,407062330,-89.75507496,43.06451881
147574,10/15/2006,2,15,4,4,1,F,402150410,-88.72285363,42.66423795
147696,1/24/2007,8,5,4,35,1,F,408053510,-89.86273029,43.12925382
147722,11/18/2006,10,8,4,19,3,M,410081930,-89.59597356,43.32584859
147811,10/30/2005,7,7,4,7,1,M,407070710,-89.7051243,43.10096216
148379,12/21/2005,6,4,4,1,4,M,406040140,-89.96099196,43.02034195
148414,12/21/2005,6,4,4,1,4,M,406040140,-89.96099196,43.02034195
148433,12/24/2005,7,5,4,15,4,M,407051540,-89.88236364,43.07832793
148775,12/14/2005,8,5,4,32,1,M,408053210,-89.92221376,43.12890443
148807,12/12/2005,7,6,4,7,4,M,407060740,-89.82401823,43.09310814
149321,12/4/2005,6,5,4,32,3,M,406053230,-89.93219692,42.94793353
149372,11/26/2005,6,5,4,5,2,M,406050520,-89.93253038,43.02775182
149413,11/10/2005,1,13,4,22,3,M,401132230,-88.94861648,42.52801087
149501,11/12/2005,8,5,4,19,3,M,408051930,-89.95134094,43.15061416
149503,11/6/2005,8,6,4,32,4,F,408063240,-89.80405687,43.12229868
149507,11/6/2005,7,6,4,9,2,F,407060920,-89.7942034,43.10041999
150252,11/23/2006,8,5,4,34,4,M,408053440,-89.88266507,43.1218214
150335,11/25/2006,8,5,4,27,4,F,408052740,-89.8827145,43.13631483
150389,12/9/2006,7,4,4,1,1,F,407040110,-89.96109451,43.11435792
150463,1/9/2008,7,3,4,12,2,F,407031220,-90.08867046,43.10148815
150466,1/13/2008,7,6,4,17,3,F,407061730,-89.81412965,43.07857449
150638,11/22/2008,1,13,4,27,3,F,401132730,-88.94852344,42.5134827
150649,10/16/2008,1,13,4,10,1,F,401131010,-88.93849095,42.56426172
151644,10/28/2006,3,15,4,4,4,M,403150440,-88.72538548,42.74391066
151671,11/2/2006,2,18,4,20,1,M,402182010,-88.38923154,42.62198984
