CWD_Barcod,Kill_Date,Township,Range,Range_Dir,Section,Quarter_Se,Deer_Sex,DTRSQ,X,Y
305027,11/25/2013,9,4,4,20,4,M,409042040,-90.03911096,43.23890882
305028,11/25/2013,9,4,4,20,4,F,409042040,-90.03911096,43.23890882
305036,11/23/2013,8,2,4,9,3,M,408020930,-90.26659012,43.18043136
305043,11/23/2013,9,4,4,29,2,F,409042920,-90.04896704,43.23150998
305048,11/24/2013,8,4,4,31,3,M,408043130,-90.06924369,43.12203848
305050,11/23/2013,9,4,4,29,3,F,409042930,-90.04901899,43.2242973
305055,11/25/2013,9,4,4,20,4,F,409042040,-90.03911096,43.23890882
305075,11/23/2013,9,3,4,17,4,M,409031740,-90.15785356,43.25335702
305082,11/23/2013,8,3,4,28,1,M,408032810,-90.13820672,43.14403891
305084,11/24/2013,8,3,4,26,2,F,408032620,-90.10851291,43.1437292
305086,11/23/2013,8,4,4,26,1,M,408042610,-89.98069846,43.1434725
305089,11/23/2013,8,4,4,26,1,M,408042610,-89.98069846,43.1434725
305107,11/24/2013,9,4,4,28,1,F,409042810,-90.01946231,43.23156006
305108,11/23/2013,8,4,4,26,1,M,408042610,-89.98069846,43.1434725
305114,11/24/2013,7,5,4,6,4,M,407050640,-89.94169476,43.10699011
305122,11/24/2013,9,4,4,34,2,M,409043420,-90.00956274,43.21699459
305148,11/24/2013,8,3,4,32,2,M,408033220,-90.1675635,43.12964181
305153,11/23/2013,9,4,4,15,3,M,409041530,-90.00967165,43.25334721
305154,11/24/2013,8,1,4,13,4,F,408011340,-90.31545651,43.16611693
305161,11/24/2013,8,4,4,23,5,M,408042300,-89.98557933,43.15439288
305169,11/23/2013,9,4,4,28,1,M,409042810,-90.01946231,43.23156006
305180,11/23/2013,8,3,4,26,4,M,408032640,-90.09853885,43.13650698
305190,11/23/2013,8,3,4,22,1,M,408032210,-90.11854845,43.15829876
305191,11/23/2013,9,2,4,25,4,M,409022540,-90.19748823,43.22444249
305198,11/23/2013,8,4,4,31,3,M,408043130,-90.06924369,43.12203848
305203,11/23/2013,7,2,4,1,4,M,407020140,-90.19668938,43.10908036
305211,11/24/2013,8,4,4,19,4,M,408041940,-90.05951493,43.15055968
305221,11/26/2013,7,4,4,23,1,F,407042310,-89.980647,43.07129496
305229,11/25/2013,8,4,4,3,2,M,408040320,-90.00960404,43.20190535
305252,11/13/2013,8,5,4,29,3,M,408052930,-89.93203353,43.13606397
305256,12/13/2013,7,3,4,14,4,F,407031440,-90.09822813,43.07989319
305258,12/12/2013,7,3,4,1,2,F,407030120,-90.08889991,43.11538282
305270,11/23/2013,7,2,4,23,4,F,407022340,-90.21640527,43.06580906
305302,11/25/2013,8,3,4,28,2,F,408032820,-90.14805971,43.14408992
305307,11/24/2013,8,2,4,34,3,M,408023430,-90.24596176,43.12270402
305313,11/23/2013,6,2,4,9,3,M,406020930,-90.26614998,43.00753358
305325,11/23/2013,7,2,4,31,3,M,407023130,-90.305269,43.03681569
305339,11/23/2013,9,1,4,35,1,M,409013510,-90.3355799,43.21659113
305345,11/23/2013,9,3,4,36,1,M,409033610,-90.07872738,43.21699897
305347,11/23/2013,7,4,4,3,4,M,407040340,-90.00044439,43.10763362
305349,11/23/2013,9,4,4,29,2,F,409042920,-90.04896704,43.23150998
305351,11/23/2013,10,4,4,18,4,M,410041840,-90.05858658,43.34017295
305355,11/24/2013,8,4,4,31,1,M,408043110,-90.05967084,43.12925207
305357,11/23/2013,9,3,4,20,4,M,409032040,-90.15794955,43.23900226
305361,11/23/2013,7,4,4,8,4,M,407040840,-90.03992064,43.09387277
305366,11/24/2013,7,3,4,16,2,M,407031620,-90.14751151,43.08733781
305384,11/26/2014,9,4,4,27,2,M,409042720,-90.00959329,43.2314839
305387,11/26/2014,8,3,4,33,1,M,408033310,-90.13798132,43.12955694
305394,11/23/2013,8,4,4,22,4,M,408042240,-90.00042572,43.15081421
305411,11/23/2013,7,4,4,7,3,M,407040730,-90.06906434,43.09407172
305416,11/23/2013,7,2,4,24,1,M,407022410,-90.19649063,43.0730735
305419,11/18/2013,7,4,4,29,3,M,407042930,-90.04986761,43.05061257
305421,11/15/2013,8,3,4,28,2,M,408032820,-90.14805971,43.14408992
305443,11/23/2013,7,3,4,22,2,M,407032220,-90.12754185,43.07279387
305457,11/23/2013,6,1,4,12,1,F,406011210,-90.31489857,43.01486256
305465,11/23/2013,7,2,4,19,2,M,407021920,-90.3051651,43.07283374
305479,11/23/2013,7,1,4,25,1,F,407012510,-90.3148687,43.05841748
305493,11/23/2013,6,2,4,17,4,M,406021740,-90.27598392,42.99300265
305505,11/23/2014,8,3,4,13,2,F,408031320,-90.08875741,43.17180665
305506,11/22/2014,8,4,4,32,2,M,408043220,-90.04976476,43.12924365
305510,11/22/2014,8,4,4,35,3,M,408043530,-89.9906813,43.12176113
305528,11/22/2014,8,3,4,26,3,M,408032630,-90.10850581,43.13649043
305529,11/22/2014,9,5,4,31,2,M,409053120,-89.95100861,43.2169583
305534,11/23/2014,9,3,4,24,3,M,409032430,-90.08870484,43.23891768
305537,11/22/2014,8,3,4,20,3,M,408032030,-90.16789264,43.15135752
305551,11/22/2014,8,3,4,26,3,F,408032630,-90.10850581,43.13649043
305571,11/23/2014,7,4,4,7,4,M,407040740,-90.05955839,43.0939748
305576,11/22/2014,8,3,4,35,2,F,408033520,-90.10855055,43.12929688
305580,11/23/2014,9,3,4,15,4,M,409031540,-90.11829143,43.25343723
305587,11/22/2014,8,3,4,26,2,F,408032620,-90.10851291,43.1437292
305593,11/22/2014,8,3,4,26,2,F,408032620,-90.10851291,43.1437292
305627,11/30/2013,7,3,4,10,4,F,407031040,-90.11814728,43.09426638
305649,11/30/2013,8,4,4,6,2,M,408040620,-90.06878954,43.20163776
305650,11/30/2013,8,4,4,6,2,M,408040620,-90.06878954,43.20163776
305651,11/30/2013,9,4,4,33,4,F,409043340,-90.01943749,43.20979293
305656,11/30/2013,10,2,4,32,3,M,410023230,-90.28635951,43.29668503
305672,11/22/2014,8,3,4,26,3,M,408032630,-90.10850581,43.13649043
305674,11/25/2013,8,5,4,33,2,M,408053320,-89.91235681,43.12893389
305678,1/2/2014,10,4,4,27,2,F,410042720,-90.00974444,43.31839667
305689,11/23/2014,9,2,4,25,3,M,409022530,-90.20742778,43.22440866
305690,11/22/2014,8,4,4,1,1,M,408040110,-89.96032103,43.20205804
305705,11/22/2014,8,2,4,28,3,F,408022830,-90.26592804,43.13713301
305721,11/23/2014,7,2,4,3,3,M,407020330,-90.24572207,43.10899379
305722,11/22/2014,8,3,4,24,4,M,408032440,-90.0790514,43.15060238
305725,11/22/2014,8,3,4,14,2,M,408031420,-90.10861405,43.17205161
305736,11/30/2013,9,3,4,27,4,M,409032740,-90.11849869,43.22446985
305742,11/30/2013,8,5,4,31,1,M,408053110,-89.94190573,43.12884974
305766,11/27/2013,9,5,4,31,3,M,409053130,-89.95105572,43.20980548
305774,11/28/2013,8,4,4,4,3,M,408040430,-90.02937838,43.19374918
305788,11/29/2013,6,4,4,8,1,F,406040810,-90.04007041,43.01356516
305793,11/30/2013,7,4,4,7,3,F,407040730,-90.06906434,43.09407172
305797,11/30/2013,7,3,4,9,3,M,407030930,-90.14754327,43.09454088
305799,11/30/2013,9,3,4,14,2,M,409031420,-90.10841035,43.26058345
305804,11/27/2013,9,4,4,29,1,M,409042910,-90.03914524,43.23160733
305808,11/27/2013,8,2,4,24,2,M,408022420,-90.20719063,43.15885508
305810,11/26/2013,7,3,4,1,4,F,407030140,-90.07882215,43.10873898
305821,11/27/2013,8,4,4,35,3,M,408043530,-89.9906813,43.12176113
305823,11/28/2013,7,3,4,4,4,M,407030440,-90.13782071,43.10881906
305831,11/29/2013,7,4,4,4,4,M,407040440,-90.02009588,43.1080581
305835,11/29/2013,7,4,4,23,1,F,407042310,-89.980647,43.07129496
305836,11/28/2013,8,4,4,34,3,M,408043430,-90.01022982,43.12193349
305838,11/29/2013,10,3,4,30,4,M,410033040,-90.17716555,43.31105115
305839,11/29/2013,8,4,4,29,1,M,408042910,-90.03982079,43.143643
305866,12/1/2013,9,4,4,26,4,F,409042640,-89.97998476,43.22414488
305884,12/28/2013,8,3,4,31,2,M,408033120,-90.18715467,43.12966709
305895,12/1/2013,8,1,4,13,1,M,408011310,-90.31554768,43.17331031
305928,11/22/2014,9,3,4,4,4,F,409030440,-90.13815838,43.28195553
305932,11/23/2014,7,4,4,15,4,M,407041540,-90.00039101,43.07882562
305936,11/22/2014,7,5,4,32,2,M,407053220,-89.93205928,43.0422588
305945,11/22/2014,9,4,4,28,1,F,409042810,-90.01946231,43.23156006
305949,11/22/2014,9,3,4,36,1,M,409033610,-90.07872738,43.21699897
305956,11/23/2014,9,4,4,32,2,F,409043220,-90.04903496,43.2170523
305957,11/22/2014,9,4,4,28,4,F,409042840,-90.01945592,43.22426528
305961,11/22/2014,8,3,4,32,2,M,408033220,-90.1675635,43.12964181
305964,11/23/2014,7,4,4,29,4,F,407042940,-90.03998059,43.05054469
305973,11/23/2014,8,4,4,26,3,M,408042630,-89.99057958,43.1362132
305991,11/22/2014,7,3,4,14,4,F,407031440,-90.09822813,43.07989319
306045,11/29/2013,4,13,4,13,4,M,404131340,-88.9011312,42.80475221
306183,11/29/2014,4,13,4,5,1,M,404130510,-88.97882513,42.84302988
306373,11/26/2014,4,14,4,30,1,M,404143010,-88.88258098,42.78283655
306376,11/22/2014,4,13,4,17,2,M,404131720,-88.98969446,42.81420862
306510,11/30/2013,5,4,4,24,3,F,405042430,-89.97077036,42.8897298
306514,11/30/2013,5,5,4,20,4,M,405052040,-89.92224889,42.89013088
306517,11/28/2013,5,5,4,1,3,M,405050130,-89.85330114,42.93363826
306530,11/30/2013,6,6,4,8,4,M,406060840,-89.80479832,43.00647852
306540,11/24/2013,7,5,4,13,3,F,407051330,-89.85273338,43.07825186
306542,11/24/2013,5,6,4,6,4,F,405060640,-89.82415254,42.93392813
306544,11/24/2013,7,5,4,31,1,M,407053110,-89.94192962,43.04222643
306565,10/11/2014,7,4,4,11,1,M,407041110,-89.9807432,43.10010146
306579,11/24/2013,6,5,4,18,2,M,406051820,-89.95172811,42.99862077
306588,11/25/2013,7,4,4,11,1,M,407041110,-89.9807432,43.10010146
306602,11/23/2013,7,5,4,13,7,M,407051300,-89.84787783,43.0819268
306603,11/24/2013,5,4,4,26,3,M,405042630,-89.99054956,42.87543206
306614,11/24/2013,5,5,4,25,1,M,405052510,-89.84298466,42.88287318
306622,11/24/2013,4,6,4,5,3,F,404060530,-89.81350477,42.84630888
306632,11/23/2013,7,5,4,21,3,M,407052130,-89.91209715,43.0639239
306673,11/23/2013,7,4,4,23,2,M,407042320,-89.99054193,43.07145956
306699,11/23/2013,7,5,4,30,3,M,407053030,-89.95138993,43.04943866
306701,11/23/2013,5,5,4,3,3,M,405050330,-89.89295593,42.93373372
306710,11/23/2013,6,2,4,22,4,M,406022240,-90.23626441,42.97831337
306733,11/23/2013,6,5,4,19,3,M,406051930,-89.95174569,42.97678232
306741,11/25/2013,7,5,4,9,4,M,407050940,-89.90210766,43.09270138
306750,11/28/2013,4,6,4,5,2,M,404060520,-89.81367275,42.85362734
306818,11/24/2013,8,1,4,32,3,F,408013230,-90.40404564,43.12208737
306897,9/13/2014,7,3,4,34,2,M,407033420,-90.12760633,43.04377086
306932,11/24/2013,7,5,4,27,1,M,407052710,-89.88249046,43.05678532
306941,11/23/2013,6,5,4,5,3,M,406050530,-89.93249472,43.02043967
306947,11/23/2013,6,5,4,5,3,F,406050530,-89.93249472,43.02043967
306948,11/23/2013,7,5,4,6,1,F,407050610,-89.94174992,43.11430556
306949,11/23/2013,7,6,4,32,2,F,407063220,-89.81416834,43.04264735
306952,11/23/2013,7,5,4,27,1,F,407052710,-89.88249046,43.05678532
306966,11/23/2013,6,4,4,30,4,F,406043040,-90.05962252,42.96314131
306967,11/24/2013,6,3,4,17,3,M,406031730,-90.16782028,42.99293226
306972,11/24/2013,7,5,4,19,2,M,407051920,-89.95130266,43.0709638
306980,12/13/2013,7,4,4,24,2,F,407042420,-89.97082089,43.07114673
306984,12/11/2013,6,5,4,4,2,F,406050420,-89.91270726,43.02777093
306991,11/30/2013,6,2,4,20,3,F,406022030,-90.28584115,42.97850676
306994,11/29/2013,6,4,4,34,3,M,406043430,-90.01044972,42.94801504
306998,12/1/2013,5,4,4,30,1,M,405043010,-90.05999711,42.88334289
307263,11/27/2014,7,5,4,17,3,M,407051730,-89.93161059,43.07823456
307265,11/28/2014,7,4,4,35,4,F,407043540,-89.98060575,43.03511315
307294,11/27/2014,7,4,4,35,1,M,407043510,-89.98061593,43.04242666
307307,11/24/2014,7,5,4,15,1,M,407051510,-89.88233643,43.08553094
307329,11/26/2014,6,5,4,5,1,F,406050510,-89.92259483,43.02776529
307338,11/26/2014,6,5,4,3,1,M,406050310,-89.88294625,43.02785106
307341,11/26/2014,6,4,4,26,2,M,406042620,-89.99074537,42.96955408
307353,11/26/2014,6,4,4,2,1,M,406040210,-89.98059665,43.02766471
307361,11/25/2014,7,4,4,23,1,M,407042310,-89.980647,43.07129496
307365,11/25/2014,6,2,4,20,4,F,406022040,-90.27596149,42.97846806
307367,11/22/2014,4,5,4,16,1,M,404051610,-89.90220027,42.82410878
307371,11/24/2014,7,4,4,15,4,F,407041540,-90.00039101,43.07882562
307377,11/24/2014,7,5,4,17,2,F,407051720,-89.93156649,43.08538938
307378,11/24/2014,6,6,4,18,3,F,406061830,-89.8338898,42.99182172
307396,11/25/2014,7,4,4,14,1,F,407041410,-89.98061422,43.08565575
307426,11/22/2014,5,6,4,21,3,M,405062130,-89.7943418,42.88992304
307450,11/22/2014,7,5,4,2,1,M,407050210,-89.86262713,43.11459989
307458,11/22/2014,6,4,4,10,4,M,406041040,-90.00048008,43.00586489
307466,11/22/2014,7,2,4,21,2,M,407022120,-90.26566367,43.07293132
307476,11/22/2014,5,4,4,10,4,M,405041040,-90.00051588,42.91910004
307482,11/22/2014,7,5,4,30,3,M,407053030,-89.95138993,43.04943866
308014,11/22/2014,7,1,4,25,4,M,407012540,-90.31486255,43.05113537
308038,11/22/2014,7,1,4,10,2,M,407011020,-90.36451432,43.10137248
308055,11/22/2014,7,1,4,2,2,M,407010220,-90.34475152,43.11569428
308090,11/22/2014,7,2,4,7,3,M,407020730,-90.30501954,43.09448905
308200,11/24/2014,7,1,4,24,4,M,407012440,-90.31489386,43.06562828
308224,11/27/2014,10,2,4,20,2,M,410022020,-90.28676534,43.33301927
308506,11/23/2012,6,6,4,3,2,M,406060320,-89.77510413,43.0282625
308508,11/23/2012,7,5,4,24,4,M,407052440,-89.84299887,43.06373941
308511,11/23/2012,7,4,4,36,3,M,407043630,-89.97080794,43.03507897
308518,11/24/2012,7,5,4,8,4,M,407050840,-89.92180798,43.09262442
308531,11/23/2012,7,6,4,33,3,M,407063330,-89.79469337,43.03552824
308534,11/24/2012,6,4,4,2,1,F,406040210,-89.98059665,43.02766471
308535,11/24/2012,6,4,4,2,1,F,406040210,-89.98059665,43.02766471
308541,11/25/2012,7,5,4,7,1,F,407050710,-89.94159128,43.09975988
308544,11/25/2012,6,5,4,3,2,M,406050320,-89.89290892,43.02778954
308549,11/24/2012,5,5,4,4,2,M,405050420,-89.91287139,42.94087275
308566,11/23/2012,7,4,4,22,2,F,407042220,-90.01028132,43.07175542
308572,11/25/2012,7,5,4,25,4,F,407052540,-89.84307097,43.04956042
308575,11/22/2012,6,2,4,20,4,F,406022040,-90.27596149,42.97846806
308582,11/22/2012,6,2,4,20,4,M,406022040,-90.27596149,42.97846806
308590,12/8/2012,7,5,4,21,1,F,407052110,-89.90205306,43.07120717
308593,11/1/2013,7,5,4,19,2,M,407051920,-89.95130266,43.0709638
308601,11/9/2013,6,2,4,15,1,M,406021510,-90.23639943,43.00003946
308610,11/3/2013,7,5,4,1,3,M,407050130,-89.85280126,43.10730738
308615,11/24/2013,5,5,4,5,2,M,405050520,-89.93274227,42.94090069
308619,11/26/2013,6,5,4,27,1,F,406052710,-89.88295977,42.96979578
308623,11/23/2013,7,5,4,20,1,M,407052010,-89.92180245,43.07110897
308640,11/26/2013,7,4,4,35,1,M,407043510,-89.98061593,43.04242666
308655,11/26/2013,6,4,4,3,4,M,406040340,-90.00044646,43.02024976
308660,11/27/2013,7,4,4,35,4,F,407043540,-89.98060575,43.03511315
308677,11/29/2013,6,5,4,4,3,M,406050430,-89.91279006,43.02042597
308681,11/29/2013,7,5,4,16,3,M,407051630,-89.91188445,43.07833694
308683,11/29/2013,7,4,4,4,4,M,407040440,-90.02009588,43.1080581
308696,11/29/2013,7,6,4,31,4,M,407063140,-89.82409212,43.03542989
308705,11/29/2013,5,4,4,4,2,M,405040420,-90.03017144,42.94135005
308708,11/28/2013,7,4,4,20,4,F,407042040,-90.03989831,43.06502458
308720,11/30/2013,6,5,4,28,1,F,406052810,-89.90282336,42.96979043
308721,11/30/2013,5,3,4,2,1,M,405030210,-90.09823144,42.94147025
308722,11/30/2013,7,5,4,7,1,F,407050710,-89.94159128,43.09975988
308750,12/19/2013,6,5,4,5,1,F,406050510,-89.92259483,43.02776529
309587,11/29/2014,10,2,4,31,1,M,410023110,-90.29633565,43.30402673
309590,11/27/2014,8,3,4,3,4,M,408030340,-90.11841213,43.19362525
309597,11/22/2014,6,2,4,11,2,M,406021120,-90.22634122,43.01453196
309604,11/27/2014,10,3,4,35,4,M,410033540,-90.0986597,43.2966385
309607,11/22/2014,8,3,4,20,1,M,408032010,-90.15804793,43.15858631
309609,11/22/2014,7,2,4,3,1,F,407020310,-90.23594772,43.1157922
309618,11/22/2014,9,3,4,24,2,F,409032420,-90.08859372,43.24612003
309626,10/11/2014,7,1,4,13,2,M,407011320,-90.32479809,43.08711969
309632,11/22/2014,8,4,4,34,3,M,408043430,-90.01022982,43.12193349
309748,11/24/2013,10,4,4,10,4,F,410041040,-89.99891911,43.35471585
309770,11/23/2014,9,4,4,14,4,M,409041440,-89.97992956,43.25316658
309775,11/22/2014,9,2,4,27,4,M,409022740,-90.23711027,43.22426665
309791,10/30/2014,9,3,4,15,8,M,409031500,-90.12320363,43.25692901
309799,11/9/2014,8,1,4,13,1,M,408011310,-90.31554768,43.17331031
309802,11/14/2014,6,5,4,5,2,M,406050520,-89.93253038,43.02775182
309804,11/29/2014,9,4,4,33,4,M,409043340,-90.01943749,43.20979293
309805,9/15/2014,8,12,4,35,1,F,408123510,-89.03638978,43.12110218
309808,11/24/2013,5,2,4,13,3,F,405021330,-90.20625017,42.90526944
309860,11/23/2013,3,10,4,8,3,M,403100830,-89.34354936,42.73414421
309920,11/23/2013,5,2,4,24,3,M,405022430,-90.20623513,42.89076735
309977,11/5/2014,8,3,4,26,2,M,408032620,-90.10851291,43.1437292
310021,12/25/2014,6,7,4,23,4,F,406072340,-89.62720848,42.97703163
310033,11/30/2014,6,4,4,11,2,M,406041120,-89.99058756,43.01302391
310080,11/29/2014,6,7,4,36,3,M,406073630,-89.6177063,42.94798329
310094,11/29/2014,7,5,4,30,3,M,407053030,-89.95138993,43.04943866
310104,11/24/2013,5,5,4,34,3,M,405053430,-89.89217151,42.86091769
310120,11/24/2013,4,5,4,9,3,M,404050930,-89.91182105,42.83142181
310131,11/23/2013,4,6,4,17,1,F,404061710,-89.80337084,42.8246336
310253,11/29/2014,6,4,4,8,3,F,406040830,-90.05011029,43.00637624
310260,11/29/2014,7,5,4,20,4,M,407052040,-89.92193876,43.06390957
310282,12/28/2014,7,5,4,22,2,F,407052220,-89.89222328,43.07120039
310286,11/29/2014,5,5,4,25,1,M,405052510,-89.84298466,42.88287318
310376,11/29/2014,5,4,4,7,3,M,405040730,-90.06925433,42.91995045
310377,11/29/2014,6,4,4,5,1,M,406040510,-90.03999688,43.02834781
310381,11/30/2014,6,5,4,4,2,M,406050420,-89.91270726,43.02777093
310394,11/28/2014,6,5,4,21,2,M,406052120,-89.91264815,42.9842304
310425,11/29/2014,7,5,4,13,4,M,407051340,-89.8430209,43.07830847
310625,10/11/2015,7,3,2,4,3,F,207030430,-90.74071171,43.10864062
310673,7/10/2014,5,1,2,10,4,M,205011040,-90.47274101,42.91849175
310731,11/18/2012,5,4,2,1,1,M,205040110,-90.78933894,42.94147558
311002,11/23/2013,7,6,4,18,2,M,407061820,-89.83358453,43.0857227
311005,11/23/2013,7,5,4,33,2,M,407053320,-89.91229606,43.04239647
311012,11/24/2013,6,4,4,18,3,M,406041830,-90.06887167,42.99237109
311015,11/24/2013,6,5,4,7,1,F,406050710,-89.94230777,43.01315842
311017,11/23/2013,6,4,4,9,2,M,406040920,-90.03012258,43.01343429
311171,11/23/2013,7,5,4,35,1,F,407053510,-89.86270979,43.04244053
311179,11/23/2013,6,6,4,3,3,M,406060330,-89.77515441,43.02092396
31124,11/6/2003,7,4,4,27,3,M,407042730,-90.01026417,43.04999891
311247,11/22/2014,8,4,4,31,3,M,408043130,-90.06924369,43.12203848
311248,11/22/2014,7,2,4,11,3,M,407021130,-90.22602269,43.09456928
311270,11/15/2014,7,4,4,24,4,M,407042440,-89.96103788,43.06387207
311280,11/24/2013,6,5,4,6,4,M,406050640,-89.94236656,43.02042515
311291,11/9/2014,7,6,4,27,2,M,407062720,-89.77487856,43.05712068
311292,11/8/2014,5,5,4,25,1,M,405052510,-89.84298466,42.88287318
311297,11/9/2014,4,2,4,20,3,M,404022030,-90.28488102,42.80320733
311302,11/8/2014,6,5,4,15,4,M,406051540,-89.88308437,42.99158296
311310,11/1/2014,6,4,4,20,3,M,406042030,-90.04964667,42.9775181
311311,11/1/2014,7,2,4,1,1,M,407020110,-90.19672236,43.11581389
311339,11/24/2013,6,4,4,14,3,M,406041430,-89.99071799,42.99127228
311377,11/24/2013,5,5,4,5,3,F,405050530,-89.93275761,42.93384799
311450,11/23/2013,7,5,4,19,4,M,407051940,-89.94154511,43.06384983
311451,11/24/2013,7,3,4,27,3,M,407032730,-90.12760471,43.05103506
311453,11/25/2013,7,3,4,32,2,M,407033220,-90.16733233,43.04410213
311470,11/24/2013,6,2,4,29,1,M,406022910,-90.2759213,42.97122465
311475,11/1/2014,7,3,4,1,3,M,407030130,-90.08878682,43.10869638
311479,10/12/2014,7,3,4,25,4,F,407032540,-90.07808169,43.05087139
311491,11/25/2013,7,5,4,14,3,F,407051430,-89.87249771,43.0782696
311497,11/23/2013,5,5,4,2,3,M,405050230,-89.87305848,42.9337943
311876,11/22/2014,11,5,4,17,1,F,411051710,-89.92108868,43.43481037
311990,11/22/2014,12,7,4,28,1,M,412072810,-89.66531588,43.49243747
312253,10/6/2013,7,4,4,10,1,F,407041010,-90.00041875,43.10041222
312259,9/14/2013,8,2,4,15,1,F,408021510,-90.23699009,43.17312685
312260,10/6/2013,8,4,4,20,4,M,408042040,-90.03977817,43.15079784
312262,10/7/2013,9,4,4,36,8,M,409043600,-89.965165,43.21340401
312278,9/29/2013,7,3,4,22,4,F,407032240,-90.11774081,43.06548167
312295,10/22/2013,8,3,4,14,3,M,408031430,-90.10866431,43.16524224
312300,11/2/2013,8,3,4,22,1,M,408032210,-90.11854845,43.15829876
312310,11/21/2012,8,4,4,5,2,M,408040520,-90.04899036,43.20170304
312315,11/22/2012,9,3,4,13,3,M,409031330,-90.08858893,43.25329293
312322,11/22/2012,7,4,4,8,4,M,407040840,-90.03992064,43.09387277
312329,11/23/2012,10,2,4,31,1,F,410023110,-90.29633565,43.30402673
312330,11/23/2012,8,4,4,13,4,F,408041340,-89.96051461,43.16523084
312377,11/24/2012,9,3,4,28,3,F,409032830,-90.14807985,43.22466746
312382,11/24/2012,9,3,4,12,4,F,409031240,-90.07873555,43.26762637
312384,11/24/2012,9,3,4,17,2,M,409031720,-90.16776997,43.26039922
312399,11/24/2012,8,1,4,26,4,M,408012640,-90.33483266,43.13709341
312400,11/17/2012,8,3,4,26,2,M,408032620,-90.10851291,43.1437292
312403,11/24/2012,7,3,4,3,3,F,407030330,-90.12806058,43.10871605
312405,11/25/2012,8,4,4,21,4,M,408042140,-90.02017484,43.15083941
312409,11/25/2012,8,3,4,19,4,M,408031940,-90.17779563,43.15137316
312413,11/23/2013,8,4,4,31,1,F,408043110,-90.05967084,43.12925207
312422,11/25/2012,7,4,4,2,4,M,407040240,-89.98083413,43.10734652
312424,11/20/2012,7,4,4,7,1,M,407040710,-90.05957951,43.1011835
312429,11/20/2012,8,3,4,28,2,F,408032820,-90.14805971,43.14408992
312439,11/25/2012,8,4,4,3,2,M,408040320,-90.00960404,43.20190535
312441,11/25/2012,7,5,4,6,1,M,407050610,-89.94174992,43.11430556
312442,11/25/2012,8,1,4,27,5,M,408012700,-90.35933213,43.1404229
312456,11/23/2013,9,5,4,31,3,F,409053130,-89.95105572,43.20980548
312462,11/23/2013,7,3,4,1,4,M,407030140,-90.07882215,43.10873898
312463,11/23/2013,8,3,4,35,1,M,408033510,-90.09856485,43.12929612
312479,11/22/2014,9,4,4,36,4,M,409043640,-89.96026197,43.20982266
312611,11/26/2014,7,3,4,27,1,M,407032710,-90.1177397,43.05821507
312613,11/25/2014,8,3,4,35,1,F,408033510,-90.09856485,43.12929612
312629,10/31/2014,8,4,4,3,3,M,408040330,-90.00964138,43.19398399
312643,11/2/2014,8,5,4,34,4,F,408053440,-89.88266507,43.1218214
312730,11/7/2013,8,3,4,31,1,F,408033110,-90.1774435,43.12965627
312734,11/11/2013,6,4,4,10,4,M,406041040,-90.00048008,43.00586489
31301,11/9/2003,7,4,4,29,2,M,407042920,-90.04980223,43.05785004
313950,11/23/2013,10,1,4,14,4,M,410011440,-90.33531527,43.34085987
314121,11/22/2014,18,5,4,4,1,F,418050410,-89.90346017,44.06470978
314819,1/1/2015,7,5,4,2,3,F,407050230,-89.8724763,43.10720781
314820,12/30/2014,6,4,4,11,1,F,406041110,-89.9806685,43.0130155
314976,2/9/2015,9,3,4,13,2,M,409031320,-90.08868877,43.26041706
314978,2/10/2015,5,9,4,33,4,F,405093340,-89.43303057,42.85989806
31547,10/25/2003,5,5,4,33,2,M,405053320,-89.91217278,42.86816269
315517,11/23/2014,7,2,4,11,3,M,407021130,-90.22602269,43.09456928
315520,11/22/2014,7,2,4,35,4,M,407023540,-90.21643238,43.03700495
315523,11/30/2014,8,5,4,26,1,M,408052610,-89.86280788,43.14377978
315536,11/29/2014,6,3,4,13,1,F,406031310,-90.07809009,42.99995791
315540,11/28/2014,7,2,4,24,4,M,407022440,-90.19651579,43.06585693
315541,11/28/2014,6,2,4,14,2,F,406021420,-90.22641788,42.999929
315545,11/27/2014,7,4,4,21,2,M,407042120,-90.0300317,43.07213173
315552,11/24/2014,6,4,4,5,2,M,406040520,-90.05000411,43.02846385
315583,1/2/2015,7,3,4,7,4,F,407030740,-90.17710232,43.09465409
315639,12/28/2014,8,4,4,33,4,F,408043340,-90.02008001,43.12198637
315645,11/28/2014,8,3,4,35,2,F,408033520,-90.10855055,43.12929688
315650,11/25/2014,9,4,4,22,2,M,409042220,-90.00966871,43.2460885
315659,11/28/2014,7,5,4,8,2,M,407050820,-89.93171259,43.09979831
315666,11/28/2014,8,3,4,33,1,F,408033310,-90.13798132,43.12955694
315674,11/28/2014,9,4,4,5,1,M,409040510,-90.03914857,43.28950066
315684,1/1/2015,8,4,4,26,3,F,408042630,-89.99057958,43.1362132
315694,11/28/2014,8,3,4,26,2,M,408032620,-90.10851291,43.1437292
315697,11/26/2014,8,4,4,16,1,M,408041610,-90.02011904,43.17250621
315716,11/29/2014,9,3,4,29,3,F,409032930,-90.16771105,43.2246686
315722,11/28/2014,9,3,4,35,1,M,409033510,-90.09854551,43.21713169
315760,11/25/2014,9,4,4,33,4,F,409043340,-90.01943749,43.20979293
315763,11/29/2014,8,4,4,26,3,M,408042630,-89.99057958,43.1362132
